date,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BH,BK,BKNG,BLK,BMY,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,D,DE,DHR,DIS,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2016-09-30,25.8968806822,42.1149524852,35.2878983696,103.0528205504,108.54,46.852995769,6.91,125.5353004521,89.1094816879,41.8655,13.4709880135,55.9686172617,121.1542930015,12.6496026336,290.68,31.0477616562,57.7836251719,286.4178939747,38.2943637706,35.2710824353,71.4522188826,269.97,58.900076062,22.975659764,60.8864237687,32.320658505,129.1478804404,70.2824185703,23.66210388,65.8065035477,68.7054209175,49.1274422369,73.7180246135,66.0585384363,86.2118556815,54.3360172523,43.0386534334,7.6678951858,149.9882065708,125.6173861006,128.2555808917,56.2101212148,26.4553563321,38.5463595842,39.8717284859,132.3748538055,102.2995259234,86.5483765302,101.4492693195,30.5976012092,102.0719191833,90.9965844073,51.4258176256,31.426068644,68.8542223522,186.3839088162,60.2279222695,96.1429603225,91.9616231015,35.1008022986,67.1692738088,25.695115264,127.2809363944,108.4983784496,32.6914770876,44.4758205099,24.3744081527,51.3563278182,24.0433736248,9.855,46.4306003811,1.6849280031,33.9611093066,81.5069049907,21.0775037651,68.8183874848,60.2329236511,52.8361540873,40.5192223469,44.1357142919,27.9554826114,34.5884929068,125.8204855884,17.254500194,51.6694145938,154.8956096201,44.9417419843,13.602,53.9557135078,119.9577580861,79.1708091873,76.5890652312,30.1961792084,77.3708528046,30.8006644313,34.025798155,20.4330849246,57.3794358617
2016-10-03,25.7754711575,42.2217923836,35.50484927,101.9478095418,108.45,46.5213769921,6.95,125.9341596886,88.2602957687,41.837,13.2796831177,55.7676056756,121.7428670681,12.6334370072,293.8,30.8998410264,58.381688775,284.5293027741,38.8199169826,35.1217236276,71.0578110055,268.16,58.4869651967,23.0189512544,61.1407176171,32.2909178484,127.877656713,69.4843145602,23.6919425987,64.4014877399,68.3916670521,48.4725860659,73.7180246135,65.7214620825,85.8683451646,53.6910995063,42.4780692482,7.6869537488,149.6619212577,125.2530665353,128.342181554,55.4357401212,26.6801893887,38.3117955465,39.6892446404,132.2106883019,102.1564274259,86.147517766,100.6573455301,30.5246532858,101.2832533228,91.520394425,51.3640355951,31.210719875,69.4890606844,187.0525645878,60.211240945,96.2468782318,91.3876601279,35.0048547752,67.1614995873,25.660415581,127.7770809971,107.7657388856,32.4950076697,44.5542108361,24.2907779314,51.1958392938,23.8094657225,10.263,46.4482378361,1.6832066815,33.7103781025,81.1172424864,20.9592656277,67.982598712,60.356834212,51.7640043912,40.8502356791,43.8911499349,27.8757869055,34.1974339226,122.6781643938,17.3224814802,51.6694145938,154.9540387449,45.0956520596,14.2466666667,53.5559276568,118.663927981,79.0246926524,76.463004224,30.0342505253,77.5205424836,30.741409594,33.6800075234,20.4019196537,57.2282297406
2016-10-04,25.8854269534,42.0682100296,35.129357327,99.7377875246,108.39,46.6477079548,6.97,126.092198254,86.9707912247,41.7015,13.2000378141,55.8550020174,121.6233129608,12.7708448314,291.0,31.2968911379,58.4720069816,281.3368724599,39.2105308564,35.6594153353,70.4380271986,267.41,57.8355211399,22.8937537555,61.6747346987,31.8745486567,127.4288443294,71.5633262409,23.5791238244,63.7581383963,67.6039445814,47.7251239718,73.1566102491,65.4433740906,85.9611858448,52.5845564263,42.1227694125,7.7504822921,149.0608693651,124.313931656,127.7359769178,54.8744914387,26.7884423419,38.5037115774,39.808751724,133.1956813234,101.9179299299,85.2789904434,99.9229000802,30.4273893879,101.4781001825,91.5280975135,51.8042325623,31.0696293021,69.5834285446,184.3468412327,60.6366147209,95.6233707757,90.4788854197,34.5091259045,66.9438213852,25.949579606,127.2015532579,105.6971095286,31.9417911509,44.5114524764,24.359202658,51.0353507693,23.3711341072,10.234,45.9808452777,1.679518135,33.6066272594,80.2554888711,20.9841578671,67.7448973179,59.5390245101,51.432332183,40.4514244355,43.6384334327,28.2034248075,33.6041030501,120.8730011544,16.9528332367,51.6468449601,153.4446196897,44.9706001234,14.094,53.5021103307,118.3811704084,78.4726968537,76.0007805311,30.1680176983,77.3989196194,30.3740296027,33.6185336333,20.3282562859,56.7022954064
2016-10-05,25.8968806822,42.3286322821,35.6633903125,99.712481929,108.8,47.2951541383,6.78,125.8589032289,84.4782732952,42.218,13.5459482992,56.5279538489,123.83966218,13.0214120401,299.3333333333,31.787364805,58.8081477855,283.0832266664,39.1821225747,36.3315299699,71.9754130054,267.08,57.9705766151,22.8833206306,62.4715220903,32.647805727,127.0054364202,67.4151560155,23.7596338632,63.7433487562,68.2448035406,47.5465268343,73.5193703,65.5444969967,85.8312088925,52.3333779358,42.3912181772,7.9283622136,149.6275754353,125.0668587575,127.7359769178,55.1089370909,27.2131270045,38.5056952056,39.7313944416,136.5856989721,101.425035105,85.5610762405,100.3188619749,30.792129005,101.0884064632,91.8054086994,52.6520796118,31.0473518433,70.132477913,183.9580878771,60.2612849186,96.9176211013,90.407140048,34.4051827542,67.0915315938,26.5973070221,127.4793942355,106.1342306129,31.6522572719,44.7537498481,24.7545455226,51.3919919347,23.3003720527,10.628,45.9632078226,1.6777968134,33.8487125599,79.4386963139,21.0961729447,68.1282866632,59.2788123322,51.5557450977,40.7784496553,43.4916948185,28.8764107684,33.3883463692,118.9584340822,16.8423636467,50.96223274,154.1360309989,44.3116726136,13.8973333333,54.2786174644,117.901339376,79.9906853001,76.4489974454,30.7312479004,77.9789671253,30.1296033989,34.5713789294,20.3055906343,57.1953588447
2016-10-06,26.089303325,41.9546926374,35.8553084167,99.9739730837,108.56,47.3346325641,6.96,125.6030312658,85.3195963818,42.083,13.6013876772,54.4024465724,123.618946905,13.1103229851,290.6066666667,31.7095118419,58.5277686571,281.9453307129,39.3680570859,36.645183466,71.8707741808,268.17,58.2168542463,22.7476900068,61.9120756239,33.1013507394,126.5735603529,70.2134466188,23.6769000954,63.9577985374,68.2114254698,47.5663709607,73.6662017491,65.9995500744,86.1840034774,52.3333779358,42.1543516201,7.8711865246,148.6229601291,125.4085714864,126.7400693011,54.1427368273,27.0882197508,38.5250355808,39.8231322444,137.2013196105,103.4999633196,85.8208921062,100.1911323314,30.8569716036,101.3024782198,91.474175894,52.7920910511,30.973093647,69.8922688143,182.49637526,60.1278343222,97.4287101188,90.8136971543,34.3891915003,66.8194338411,27.2681675601,127.747312321,105.6724829886,31.9417911509,44.6539803421,24.6252988168,51.4811522261,23.2001258089,10.507,45.883839275,1.655911438,33.6066272594,79.7309431922,20.9405964481,68.4119947788,59.2540302201,52.0956765993,40.7106517439,43.3204997686,28.7170193566,33.3276648027,119.4203613758,16.8208590966,51.4662878911,154.2918419981,43.7681776602,13.4,54.5553922843,116.9331089001,79.8364511799,76.4209838883,30.900216961,77.9883227303,30.1236098434,34.7173794183,19.6511199442,57.2216555615
2016-10-07,26.1282460027,42.021467574,35.8553084167,97.8483030519,108.64,47.4214851009,6.75,126.0545700241,85.3195963818,41.9715,13.6029493498,54.2443509899,123.094748127,13.0375776665,293.3,31.5849471011,58.1107341551,282.2693149774,39.6398075253,36.8020102141,71.2107446722,266.97,58.0341321328,22.7303014653,61.9205520855,32.8782958153,127.0139045784,69.8685868614,23.6693788438,63.891245157,68.2715059972,47.2951679,74.5385532999,65.9405617124,85.8683451646,51.9803703274,41.6095585387,7.8076579812,148.5542684842,124.4485214387,125.9173630091,53.4536086982,26.9300038961,38.4367641247,39.7056086808,139.4011373584,102.0053790118,79.3848819465,99.4183679885,30.881287578,100.0087402124,91.8516272303,52.9787729703,30.9879452863,70.4241603899,181.5711422737,59.4689220027,96.7756519298,90.4390268799,34.133331438,66.8272080626,27.3086505236,127.9953846224,105.4816273039,32.0141746206,44.7323706683,24.5644768377,51.5346484009,23.9293680926,10.482,45.6721898145,1.6438621863,33.5979813558,79.4237092945,20.8845889093,69.0100821575,59.4894602858,52.5970415651,40.1124348785,43.5813684161,28.6904541213,33.1456201032,119.6209350691,16.717637256,51.9402501973,154.0678636867,43.546931927,13.1073333333,54.4861985793,117.0959087146,79.6091587922,76.1968754311,30.766449788,77.5392536934,29.9198289571,34.8326429622,19.4641283184,57.0244301861
2016-10-10,26.5841044066,42.2752123329,36.2975544828,99.0798420386,109.24,47.7215211372,6.84,126.6641473478,86.0429769797,42.0855,13.6466761832,54.3673142207,124.9248456151,13.1749854906,293.0066666667,31.6705853604,57.9285269904,283.5257417595,35.6207615522,37.0036446045,71.0095161634,267.85,57.6845767853,22.876365214,62.1578930107,33.0046936056,127.2594811657,73.997050815,23.6693788438,64.2092224188,69.4130360183,47.7714269334,75.5663734439,65.9152809859,85.8683451646,52.3130121122,40.8752722115,7.6996594574,149.5846431572,124.3915693172,124.9647557236,53.6312190408,26.7717880414,38.975319188,40.373063181,140.394338655,101.1626878595,79.2809556002,100.2805430819,30.8164449794,100.66026295,92.2830001861,53.3910288751,30.9879452863,71.2563133389,181.384540663,59.1936801477,97.1542363872,91.4434620837,34.4131783811,66.9904667142,27.5168486217,129.2357461293,105.3646512391,31.9262804074,45.5376531098,24.7545455226,51.7486331001,24.1337918056,10.333,45.6721898145,1.6500097637,33.5198667001,79.5960600176,20.9157042086,68.2893101883,59.6319574308,51.8719906915,39.8731481324,43.4509340923,28.7347295134,33.5434214836,120.0403164278,16.7778499964,51.8048323956,154.9443005574,44.3934373411,13.3966666667,53.7635087718,118.3126231181,79.0246926524,76.3719601633,30.8368535633,77.7637882118,30.081654955,35.0785385225,19.2601374539,58.1420406463
2016-10-11,26.6413730503,41.6608829166,34.3449963796,98.6665173101,107.37,47.2635713976,6.5,123.6614146052,85.657698183,41.55,13.3655751117,53.4538730771,122.9935869594,13.0214120401,290.62,31.1022587303,57.2939434167,278.049617483,35.434827041,36.585439943,70.4058306372,257.86,57.3588547569,22.5911931332,61.1661470019,32.2165662071,127.877656713,71.3564103864,23.3459650242,63.891245157,68.7855282874,47.4208473672,75.1863391049,64.331022123,85.283448879,51.5323222092,40.1015081248,7.6170723511,149.4730192343,121.7148196079,125.2245577106,52.4447819524,26.555282135,38.8329938628,40.1449583741,138.7526836193,100.0496995451,78.5237779344,98.8563575573,30.2085456177,99.5805966992,90.6191330709,53.1343412362,30.8468547135,70.1839512913,180.2649309988,58.4597018677,95.9238369006,90.6223761631,33.8454888679,64.681522927,27.3607000481,127.8862328098,104.4657825303,32.0503663555,44.1337536321,24.4656411215,50.9907706237,23.8133969477,10.059,45.6986459971,1.6261571635,32.9904229226,79.1089818872,20.6169973351,67.8905852691,59.1796838835,50.9772470603,39.3905865276,43.1411525735,28.2477001996,33.3141800102,118.8551082402,16.8165581866,51.4512414687,150.8445236399,43.873990837,13.34,52.863990607,115.4593421579,78.3671682451,76.1268415383,30.4777943094,76.753382879,29.9078418461,34.9248537973,19.0929782733,57.6818481039
2016-10-12,26.8796106081,41.2535558036,34.4117505028,99.2148052152,108.05,47.7215211372,6.62,123.3302861824,87.7020346551,41.7045,13.31091657,53.3045605825,122.4601917116,12.9567495346,298.6466666667,31.2346087675,57.1297998933,277.4411592301,35.7637880993,36.3688696718,70.4943711811,256.89,57.5415768704,22.6885689656,61.0813823858,32.320658505,127.411908013,71.1692008038,22.8194774109,64.6824909014,68.1913986273,47.7317386806,75.0913305202,64.7018061122,84.8656658178,52.0346791903,39.6356705624,7.598013788,149.0093506315,122.040260302,125.1379570482,51.8835332699,26.3804119799,38.9852373291,40.2540519774,138.9660987739,100.7174925337,79.7486241585,98.5370334486,30.0950710701,100.0831999539,90.8733349913,52.9943297969,31.0250743844,69.0686947618,180.4593076766,59.4856033273,95.933301512,91.4434620837,33.9094538834,65.0546855593,27.4821489387,128.0549219747,104.4904090703,32.3347299867,43.9413410133,24.2603669418,50.9194423906,24.1731040581,9.95,46.2454071032,1.6335342564,33.0251405473,79.4911508818,20.5796589759,67.9135886299,59.5328289821,50.9541071388,39.4543963266,43.3368040591,28.0971638663,33.7322085794,120.9033911079,16.9154791171,51.0525112745,149.7733230201,44.2780047846,13.434,52.6333449237,115.7592365531,77.8557603728,76.1548550954,30.5552384622,76.9498505826,30.1475840653,34.824958726,19.1128107185,57.280823174
2016-10-13,26.7971437612,41.2131177486,34.4117505028,99.6281299436,108.01,47.0503878982,6.49,123.6388376673,88.614123235,41.464,13.1914486147,53.0586341208,122.662514047,12.7950932709,288.48,30.4327232483,56.646008456,276.0503975091,35.9282686284,36.197107043,70.0033736197,256.4,57.327076998,22.646836466,60.242212686,31.5250959423,127.2086722166,69.5926990554,22.6916161334,65.0744163636,67.2835151018,48.4924301923,74.5731018762,64.221472308,84.5964278451,52.9104096033,39.6356705624,7.5662495164,146.7854586288,122.8619980547,124.5750527432,51.904846511,26.2388504257,38.5909912193,39.8727202459,137.4229430404,100.3994958725,80.3647589258,98.1730039647,29.965385873,99.4037548133,91.0967245577,52.6909716783,31.0102227452,68.6311710463,181.1512886496,59.3021087573,95.2613141001,92.0014816413,33.4776900283,64.7670393636,26.9963533766,126.8344062519,104.67510812,32.4122837043,44.5470844428,24.1235174887,50.750037837,24.4974301411,10.023,45.883839275,1.6069767222,33.0077817349,79.3712547267,20.38674412,67.6605516619,59.6009797906,50.6764280808,39.8213026707,43.1656090092,27.8315115133,34.2244035077,120.8243772287,16.9326827572,51.0750809081,148.049663841,44.2587660252,13.3493333333,52.1028598522,114.9795111255,78.5295199506,75.8467059668,30.1891388309,76.5943375951,30.1415905098,34.3869572592,19.3309676152,56.9060949609
2016-10-14,26.9460422348,40.5526295165,34.2522035873,99.7462227231,107.84,47.2635713976,6.75,121.8402082801,89.1252073531,41.148,13.2812447903,52.8302738349,122.7728716844,12.9325010951,287.1666666667,30.7285645078,56.5301655388,280.4518422738,35.5921562428,36.3016582084,70.5668134442,257.59,57.4462435938,22.6746581324,60.6321299203,31.166091291,127.1493951093,73.179240533,22.699137385,65.6660019669,67.4771079124,48.1418506261,74.6249247406,64.1793377638,84.7635410696,52.41484123,39.3830129015,7.5662495164,146.8112179957,123.1304866274,125.0946567171,51.6846096862,26.5386278345,38.6078520592,39.8985060067,139.9675083457,100.5028447874,80.9140838991,98.6392171634,30.3544414645,99.5805966992,90.557508363,52.5198465857,30.9433903685,68.0049116105,180.8247358309,59.5106253141,95.4790001631,90.9492161897,33.6216113133,64.3005860733,27.1178022671,126.8939436042,104.8659638048,32.2830275083,44.2834078911,24.3820109001,51.1958392938,24.3794933836,10.147,45.5222714467,1.6227145202,33.3375991701,80.0531641092,20.3245135214,67.8062396132,59.3717452529,50.6764280808,39.9449341562,43.2715868972,28.3096857487,34.0895555822,119.7303389018,16.8681691068,51.2405915548,147.7380418425,44.4703923787,13.1006666667,52.656409492,114.7481640206,78.6106958033,75.9307466383,30.1680176983,77.1369626813,30.1355969543,34.3562203142,19.3932981571,56.8929466026
2016-10-17,26.9277162688,40.5324104889,34.0842594658,98.5652949277,107.49,47.6030858597,6.67,122.38205479,89.1173445205,40.6475,13.1867635968,52.6106966369,123.2326951739,12.972915161,292.1733333333,30.5962144706,56.4547694706,280.2068785616,35.2846491665,36.294190268,70.2609461109,257.52,57.2635214803,22.612059383,60.8440414606,30.7397732676,125.9215121729,71.7603889595,22.7292223915,64.0835104781,67.6640251088,48.1749241701,74.685384749,63.9265304985,84.3271898724,52.6388652891,39.2329974153,7.5471909533,146.6910076171,122.430789135,124.9214553924,51.6064611355,26.2804861769,38.6787667683,40.00958313,138.7198505186,99.4852554714,80.2014460959,98.8435845929,30.2247562673,99.4782145547,91.2738955931,52.2476021203,30.8914096312,67.3700732784,180.9802371731,58.6598777623,95.4506063288,89.6099692514,33.5736375516,64.1917469722,26.9905700961,126.5565652743,104.7920841849,32.2778572604,43.8415715073,24.169133973,51.0175187111,24.3853902215,9.98,45.0019665232,1.6133702026,33.2334462959,80.0681511286,20.2249445635,67.3461723988,59.1734883555,50.2830494153,39.7654690966,43.0107182497,28.0617435526,34.1772067338,120.0342384371,16.8896736569,50.5860721795,146.8323904094,44.7493543902,12.9306666667,52.6025921659,114.9281006578,78.5538727064,75.6576144561,30.0764927905,76.8562945332,30.2255002865,34.1948513527,19.3281344087,56.8929466026
2016-10-18,26.9093903028,41.4827047821,34.5712974182,99.1388884283,108.42,47.760999563,6.73,122.5175164175,89.7542339599,40.8825,13.4436587427,52.7687922194,124.2443068507,13.1426542379,290.92,31.1645411007,57.1349048355,281.779387553,35.7923934087,36.585439943,70.2046021285,259.95,57.1443548845,22.5633714667,61.0220471545,30.403206407,126.2687066584,71.7012701439,22.8946899271,64.4754359403,67.9510765176,48.5321184451,74.806304766,64.4068643026,84.6428481852,52.8832551718,39.3830129015,7.5535438077,146.6051430611,123.5698315645,125.4843596975,52.1535009906,26.147251773,39.4375045645,40.736047352,141.6994544084,99.9622504633,80.0752498183,96.2570593128,30.5976012092,99.7295161821,88.9013443363,52.6598580251,31.1661649572,67.5759667915,180.9957873073,58.8778195773,96.2834921351,88.6852511272,33.677580702,64.9536206797,27.0657527426,127.578623156,104.6320116751,32.3967729607,44.2477759247,24.572079585,51.409823993,24.5917795471,11.879,45.169522346,1.6379605121,33.3462785763,80.1430862256,20.343182701,67.0547964963,59.8240188002,50.9849603674,39.8771362448,42.8884360712,28.5222076311,34.4469025849,120.611647554,16.9283818471,50.676350714,147.6990890927,45.5477629058,13.2733333333,53.2407118897,122.862449514,78.51328478,75.727648349,30.2806637387,76.323025052,30.1296033989,34.5406419844,19.5122928281,57.0441527237
2016-10-19,26.8292142016,41.401828672,33.5972215133,99.5606483553,108.39,47.9347046366,6.77,121.2231053104,90.6741853723,40.8845,13.4202336534,53.796413506,125.2375255879,13.3123933147,291.1733333333,31.4759529529,57.6936996531,278.7212921778,35.6636695163,36.9513690218,70.8324350757,260.2,56.9616327711,22.5738045916,62.4037103974,31.2034876088,126.5566240366,71.7505358235,22.8269986625,63.891245157,68.2715059972,48.4262831043,74.7631190456,65.0220286483,85.3484373552,53.0393931525,39.4066995572,7.6297780597,146.364722304,123.1955747662,125.8307623468,52.1037700947,26.521973534,39.74992601,41.0137401604,143.242610142,100.0814992112,80.3721822363,96.6019293502,28.7820084487,100.6974928207,88.2696910796,53.1654548894,31.2255715142,67.3958099675,180.6381342202,58.3329650397,97.2299532787,88.6932228352,33.6855763289,65.0469113378,27.0946691451,129.1067485326,104.6073851351,32.0090043728,44.0909952724,25.0358471762,51.2939156142,24.487602078,12.187,45.6810085421,1.6345178688,33.285522733,79.6260340564,20.2871751622,66.1036075306,59.4646781736,50.7458478453,39.7854096588,43.3286519138,28.8144252193,34.2041763189,120.6238035355,16.9369836672,50.8042453046,147.8256855296,45.5189047666,13.5706666667,53.4252284363,123.7021538206,78.837988191,75.6716212347,30.6819652577,77.4737644589,30.1955325091,34.7788533084,19.517959241,57.3071198908
2016-10-20,26.8154697272,41.6242379747,34.2102175569,98.9044105601,109.03,47.4293807861,6.96,121.5391824412,90.2889065757,40.516,13.5404824451,58.6534611254,124.9248456151,13.3851386334,289.4466666667,32.89287688,57.6579650583,275.9160625701,36.0140845567,37.0260484256,70.3494866548,258.12,56.6517996221,22.3790529267,63.158115481,31.0314645467,127.0562453693,71.5239136972,22.6840948818,64.8710588125,68.0044814309,48.3601360164,74.3744475626,67.5669551195,85.4412780354,53.2362627802,39.5961928029,7.6043666424,145.7121516778,122.6179175341,125.8740626779,52.7928982239,26.4387020316,39.5223046711,40.7429896722,143.242610142,100.3676962063,80.2756792004,96.7679778867,28.7171658501,100.427576258,88.4853775574,53.0954491698,31.1364616787,67.5502301024,180.2493808646,58.5844363648,97.0595902728,88.1431749855,33.6535938211,65.3190090905,27.0021366571,128.99759672,104.5766019602,31.9779828858,44.1266272388,25.013038934,51.0442667985,24.3991495099,12.335,45.7603770897,1.6655016587,33.0598581721,79.3337871782,20.249836803,65.6322116855,59.2106615238,51.941410456,39.5979683743,43.6873463041,28.4867873173,34.1974339226,119.8944446508,16.6230172356,50.9396631063,147.6893509053,45.2591815146,13.2733333333,53.6251213618,124.3019426111,73.5777929328,75.2164009311,30.9424592261,77.1837407059,29.4523316296,34.5252735118,19.4726279377,57.3334166075
2016-10-21,26.7100954227,41.0985432593,34.0086846111,98.5123723967,109.03,47.3741109899,6.52,119.2890142957,90.9808358432,40.9495,13.5022214659,59.1628802247,124.7317197495,13.4740495784,292.9466666667,33.5157005842,57.6226231513,273.0555185758,35.7709394266,37.0185804853,70.1058661307,255.06,56.6517996221,22.2781993859,63.4802210223,31.0688608646,126.1501524438,72.913205863,22.6765736302,64.9527978327,67.6239714239,48.1815388789,74.6508361728,67.5585282107,86.3696848379,52.9647184661,39.5646105953,7.6361309141,146.1414744582,122.1867086144,125.4843596975,52.7786893964,26.6801893887,39.6413223647,40.8634885159,143.3739425449,100.6459432849,80.8843906573,95.5609327559,28.4902167551,100.9394869803,87.3838359025,53.2743526756,31.2849780712,67.1298641797,179.2308470728,59.2214970549,97.3435286159,90.8216688623,33.7495413445,65.2334926539,26.8228549616,131.0516353754,104.3549631005,32.934478736,43.6135269221,25.4235872934,53.19302982,24.3165937797,12.75,45.6545523595,1.6608294999,32.9209876731,79.1464494357,20.0258066478,65.168543641,59.6691305991,52.3964955788,39.3507054033,43.719954885,28.5753381017,34.0693283933,119.4629073108,16.124111673,51.3308700893,146.71553216,44.9706001234,13.3393333333,53.7942615295,124.5589949498,73.3586181304,75.0483195882,30.8720554509,77.0434066319,28.8889374145,34.648221292,19.3621328861,56.945540036
2016-10-24,26.9506237263,41.1928987211,33.9331097564,98.6913463409,110.81,47.6267729152,7.005,119.477155445,91.798570432,41.9045,13.7856650463,58.9257368509,126.4054772511,13.5548777103,298.5333333333,33.7959712511,57.7957984954,271.1511232646,35.2059845656,37.0260484256,69.8297628702,259.6,56.7396690236,22.5911931332,63.9125205646,31.5924093144,128.8176222713,73.9576382713,22.9097324303,65.3912162142,67.1967321177,48.3667507252,74.8840390626,67.6596511168,86.6853431508,53.2226855645,39.7225216334,7.7441294378,147.7557281126,123.2118468009,125.2245577106,52.6792276046,27.4629415119,40.3226986601,41.4426763734,143.7433149279,101.5840334356,81.1070899708,96.1612620802,28.5793753281,102.0331144326,87.5147884069,53.5699323809,31.604288315,66.5464992258,180.5059580793,59.4981155125,97.6653254047,90.5346873755,34.0693664224,64.7592651421,26.9732202546,132.2523053141,105.4446874939,33.5807597159,43.2928392241,25.3779708091,54.3877777241,24.4482898255,12.733,45.7427396347,1.7387807808,33.2160874835,80.4128525747,19.9946913485,64.990804224,60.0408622818,52.496768572,39.6896949603,44.1683228728,28.5044974742,34.2850850742,119.7424948832,15.8531543416,51.3534397229,149.1013880859,49.2416047127,13.5173333333,55.1089419242,123.976342982,72.9608564519,75.9517568061,30.9917418688,77.8105662365,28.8949309699,34.9786434511,19.6029554345,57.1361912321
2016-10-25,27.0880684712,41.4827047821,33.7483712227,98.2396501961,109.03,47.808373674,7.5,118.8261870684,91.798570432,41.759,13.5592225165,58.6183287737,127.849323008,13.5144636443,291.62,33.7881859548,58.0797118145,269.8867944273,35.434827041,37.033516366,68.6035395659,257.06,56.9633365912,22.4381739679,63.904044103,31.2708009809,127.8607203967,73.9576382713,22.8194774109,64.9527978327,67.2701638735,48.5519625715,74.7285704694,66.3787609724,86.1097309332,53.3516691137,39.5646105953,7.6234252054,147.6269312785,124.1474887966,124.0554487693,52.8639423609,26.3137947779,40.0529252214,41.0861386426,144.0962707606,98.0542704958,80.9660470722,96.3592430276,28.4496901309,100.8184899005,87.7843965043,53.5154834878,31.5894366757,66.7009193607,193.8013228413,57.3941387594,97.3719224502,89.8570921983,34.1893008266,64.1140047571,26.7708054371,131.2699390006,102.3417434584,33.4566737678,44.1480064187,25.3551625669,54.378861695,24.6723696647,12.651,45.0196039782,1.7673055398,33.2942021392,80.3529044972,20.0880372465,67.2086830364,59.8364098563,52.2268028212,40.4235076485,43.7525634659,28.0794537094,34.3659938296,119.9005226415,15.7843397812,51.1202201754,144.0959597353,47.7121233395,13.4893333333,54.739908831,123.1966175544,73.0501498899,75.5245500597,30.8650150734,76.744027274,28.6731694172,35.1323281763,19.6511199442,57.0112818278
2016-10-26,26.4787301022,41.1255019627,33.5552354829,98.393056434,107.97,48.2505320432,7.29,119.6502453023,90.9493845128,41.1295,13.5084681564,58.6710273012,133.8454213105,13.6357058421,289.3,33.9516771772,57.6921289017,268.78840875,35.2488925298,37.3471698622,68.3193156212,248.64,56.9233959542,21.7565431406,63.9379499495,31.2633217174,127.8522522385,73.8492537761,22.9774236949,65.0716909531,67.5505396681,48.8363950498,75.1777019609,65.5107893613,86.7967519671,53.473864055,39.8251638082,7.642725016,149.0522829095,122.9677662803,125.0080560548,53.55307049,26.2971404774,39.626445153,40.7662960329,145.3439285877,97.5534257543,81.2332862484,96.9531858697,28.3037942841,100.3531165166,88.2465818141,53.7721711266,31.5151784795,65.851608619,194.4466534116,56.4720772341,97.693719239,89.3708180124,35.4366186304,63.0644848539,27.1235855476,130.0295774937,102.5141292381,33.3584390588,43.3783559436,25.5376285044,54.0578846461,24.8060313232,12.697,45.8309269099,1.7744367295,33.2508051082,80.233008342,20.1627139649,67.5409784683,59.5080468699,52.6047548723,40.2839237132,43.719954885,28.4690771605,34.3659938296,114.4971889046,15.6682152106,51.6017056929,144.1641270474,47.6159295425,13.4826666667,55.1320064925,121.8685138042,72.2870968741,76.0638110347,31.1395897969,76.4820703359,28.5473047521,35.4627503355,19.7162836925,57.2545264573
2016-10-27,26.2244573241,41.4220476995,33.8323432835,98.4015790027,107.07,48.4952982834,7.11,120.8392973658,90.737088033,40.918,13.4491245968,58.7852074442,131.7946085475,13.6680370948,288.04,34.0217448439,57.4510185587,268.891135468,37.1582969334,37.2874263391,67.4097989982,244.1,56.3722151626,21.3809506439,63.4039328678,32.9087597025,127.7506343403,73.6423379216,22.8495624174,64.7893197922,66.70273667,48.4858154835,75.1431533846,66.0079769832,87.2888075724,53.2362627802,39.3514306939,7.552659233,149.7477858138,122.1460285276,123.968848107,53.8727691066,26.0889617212,39.441967728,40.5307530258,145.9020912999,97.1956795104,80.7878876215,97.9367041243,28.2146357111,99.8784356649,89.1247339026,53.8499552596,31.2775522516,65.3368748361,193.2337429421,56.2960473066,98.0533744736,89.3469028885,35.1008022986,63.0722590754,27.5804647072,128.6899870662,102.0523816138,33.3119068283,43.6776644617,25.8645466424,53.585335102,24.5937451597,12.647,45.7603770897,1.7380430715,33.1726904525,79.9032939152,20.2124984438,66.9072988076,59.3407676127,54.0625699267,39.9090411443,43.6873463041,28.4779322389,34.2244035077,111.3670236914,15.7069234008,50.8719542055,145.3132331668,47.6159295425,13.6006666667,54.3785639272,121.6200298767,72.1003924128,75.6926314026,31.4704875406,76.6411156198,29.0927183008,35.6625404782,19.7842806473,57.1427654113
